Deal ID,Companies,Verticals,Company Country/Territory/Region,Year Founded,Company City,HQ Global Sub Region,HQ Global Region,HQ Location,Primary PitchBook Industry Code,Primary PitchBook Industry Group,Primary PitchBook Industry Sector,Deal Date,Time to Exit,Deal Type,Post Valuation,Raised to Date,Description,Investors,Shock_Category,Shock_Subcategory,Causal_Justification
322743-16T,MetaSight,"HealthTech, Oncology",Israel,2020,Rehovot,Middle East,Middle East,"Rehovot, Israel",Other Devices and Supplies,Healthcare Devices and Supplies,Healthcare,21-Feb-26,6,Merger/Acquisition,"1,490.00",12.76,"Developer of metabolomics and lipidomics technologies designed to allow analyses of full metabolic profiles. The company's technologies generate early diagnostic biomarkers for various pathologies including cancer, metabolic diseases, autoimmunity and neurodegenerative disorders, enabling clients to get sensitive and affordable results quickly.",Guardant Health (NAS: GH)(Helmy Eltoukhy),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
304074-91T,Exaion,CloudTech & DevOps,France,2020,Neuilly-Sur-Seine,Western Europe,Europe,"Neuilly-Sur-Seine, France",IT Consulting and Outsourcing,IT Services,Information Technology,20-Feb-26,6,Merger/Acquisition,168,2.86,"Operator of an information technology company intended to help companies with digital transformation projects with an eco-responsible approach. The company specializes in providing blockchain solutions, 3D cloud for business and decentralized hosting solutions and serves industries such as media, finance, science and security, enabling clients to support their digital transformation projects with an eco-responsible approach.",Mara (Financial Software) (NAS: MARA)(Frederick Thiel),Technology Shock,Blockchain / Crypto,Founded post-Bitcoin whitepaper; core business model built on blockchain/distributed ledger technology.
322435-72T,Faeth,"Life Sciences, Oncology",United States,2019,Austin,North America,Americas,"Austin, TX",Drug Discovery,Pharmaceuticals and Biotechnology,Healthcare,18-Feb-26,7,Merger/Acquisition,200,92,"Operator of a data-driven, evidence-based healthcare company intended to use a deep mechanistic understanding of cancer metabolism to help in the treatment of cancer. The company is focused on matching specific diets with tumor genotypes and treatment regimens that would limit the supply of energy and building blocks that tumors require to grow, helping patients in their cancer treatments.",Sensei Biotherapeutics (NAS: SNSE),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
311734-54T,Emagine Entertainment,Mobile,United States,1997,Troy,North America,Americas,"Troy, MI","Movies, Music and Entertainment",Media,Consumer Products and Services (B2C),17-Feb-26,29,Merger/Acquisition,105,3.88,"Operator of a luxury movie theater chain intended to offer quality cinema experiences. The company operates movie theaters with seat-side food and beverage service, plush power recliners, comfortable rockers, expanded concessions, digital projection with Dolby sound systems, and loyalty program options, enabling customers to enjoy a luxurious, comfortable movie experience with ease.",Kinepolis Group (BRU: KIN)(Eddy Duquenne),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
294012-46T,HotDoc,Mobile,Australia,2012,Melbourne,Oceania,Oceania,"Melbourne, Australia",Other Healthcare Services,Healthcare Services,Healthcare,17-Feb-26,14,Buyout/LBO,191.42,14.69,"Developer of a patient engagement platform designed to improve the depth of the relationship between patients and doctors through quality practice efficiency. The company's platform helps to book medical appointments, make automated recalls and reminders, patient check-in via mobile and online processing of prescription requests, enabling patients to get digital therapies, individualized health coaching and collaborative treatment plans at low cost.","Acclivis Group(Geoffrey Sayer), Airtree Ventures, Potentia Capital(Lachlan Kennedy)",Institutional & Regulatory Shock,Health IT / Insurance Expansion,Founded post-HITECH/ACA; business model enabled by EHR mandates or insurance market expansion.
279795-52T,Aye Finance (NSE: AYE),"FinTech, Impact Investing, TMT",India,1993,Gurugram,South Asia,Asia,"Gurugram, India",Specialized Finance,Other Financial Services,Financial Services,16-Feb-26,33,IPO,349.65,432.67,"Aye Finance Ltd is a non-banking financial company - middle layer (NBFC-ML) focused on providing loans to micro, small and medium enterprises (MSMEs) across India. It offers a range of business loans for working capital and business expansion needs, against hypothecation of working assets or against security of property to customers across manufacturing, trading, service and allied agriculture sectors. The company operates in a single reportable segment i.e. granting loans, which has similar risks and returns. The company's offerings include Mortgage Loans, Property Loans, Secured Hypothecation Loans, and Unsecured Hypothecation Loans. Geographically, it operates across India.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
299151-73T,Haizhi (HKG: 02706),"Big Data, SaaS",China,2013,Beijing,East Asia,Asia,"Beijing, China",Business/Productivity Software,Software,Information Technology,13-Feb-26,13,IPO,"1,387.98",215.86,"Beijing Haizhi Technology Group Co Ltd focuses on developing intelligent agent technologies and artificial intelligence solutions based on graph computing and model integration technologies. Its products are used in finance, energy, manufacturing, transportation, healthcare, and public services. The company operates as a high-technology enterprise principally engaged in provision of: (i) Atlas graph solutions, which include a data management and computing platform, a knowledge graph platform, and a graph database based on graph computing and data analysis technologies; and (ii) Atlas AI agent solutions developed using graph and large language model integration technology. The majority of the revenue is derived from the Atlas Graph Solutions.","Greater Bay Area Homeland, Infinity Capital Management (Singapore), JSC International Investment Fund SPC",Technology Shock,Cloud Computing,Founded after the AWS S3/EC2 launch; business model relies on cloud infrastructure to eliminate capital expenditure on physical servers.
297806-05T,Isvision Technology (SHG: 688816),"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Industrials, Manufacturing, Mobility Tech, Robotics and Drones",China,,Huangzhou,East Asia,Asia,"Huangzhou, China",Machinery (B2B),Commercial Products,Business Products and Services (B2B),11-Feb-26,,IPO,804.34,30.54,"Developer and manufacturer of machine vision and vision inspection products. The company provides customers with vision solutions and its products, such as inline geometric dimension measurement system, visual guiding system, glue bead inspection system, blue light scanning system, gap & flush system, and defect detection system for the automotive, aerospace, aviation, rail transit, ships, and other high-end manufacturing fields, enabling customers in those fields to realize machine vision and intelligent manufacturing.","Fosun International (HKG: 00656), GAC Capital, SAIC Capital China, SDIC Securities, SDIC Securities Investment",Other,N/A,Founding year missing; cannot apply temporal validation.
303503-77T,Linping Circular Development (SHG: 603284),Manufacturing,China,2002,Suzhou,East Asia,Asia,"Suzhou, China",Paper Containers and Packaging,Containers and Packaging,Materials and Resources,10-Feb-26,24,IPO,410.55,51.23,"Manufacturer of paper products for industrial clients. The company is mainly engaged in the research and development, production and sales of corrugated paper and containerboard products for packaging, its business includes waste paper utilization, cogeneration, green papermaking, etc.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
319925-26T,Axera Semiconductor (HKG: 0600),"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Industrials, Manufacturing",China,2019,Ningbo,East Asia,Asia,"Ningbo, China",Application Specific Semiconductors,Semiconductors,Information Technology,10-Feb-26,7,IPO,"2,123.66",543.59,"Axera Semiconductor Co Ltd is principally engaged in the design, development and sales of semiconductor products and provision of related services for AI inference SoCs, delivering perception and computing platforms for edge and endpoint AI applications. The company is focused on developing artificial intelligence computing infrastructure intended to support broader access to AI technologies and enable their use across a range of applications. Its product portfolio includes On-device Computing products, Smart Vehicle products, and Edge AI Inference products. The company derives the majority of its revenue from the sale of its On-device computing products. Geographically, it derives the maximum revenue from the Chinese mainland.","Alphahill Capital, Factorial Management, Granite Asia, Hel Ved Capital Management, Huizhou Desay SV Automotive (SHE: 002920), Jupiter Research Capital, Ningbo Joyson Electronics (SHG: 600699), Non-Government Schools Superannuation Fund, OmniVision Integrated Circuits Group (SHG: 603501), Shenzhen Longhorn Technology, Valliance Asset Management",Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
